Epoch,TotalLoss,ExtinctionLoss,DensityLoss,Time
0,4167.736526489258,4167.736526489258,0.0,0.021381684144337974
1,3432.4103088378906,3432.4103088378906,0.0,0.01264653205871582
2,3223.9549407958984,3223.9549407958984,0.0,0.013451969623565674
3,3158.185272216797,3158.185272216797,0.0,0.015152629216512043
4,3104.6375579833984,3104.6375579833984,0.0,0.016165709495544432
5,3088.4676666259766,3088.4676666259766,0.0,0.015871910254160564
6,3069.006103515625,3069.006103515625,0.0,0.019756567478179932
7,3070.466796875,3070.466796875,0.0,0.01872878074645996
8,3072.3081817626953,3072.3081817626953,0.0,0.015948661168416343
9,3080.430892944336,3080.430892944336,0.0,0.01594339609146118
10,3091.3372497558594,3091.3372497558594,0.0,0.014517458279927571
11,3069.606491088867,3069.606491088867,0.0,0.017933988571166994
12,3046.4254302978516,3046.4254302978516,0.0,0.019295978546142577
13,3049.379150390625,3049.379150390625,0.0,0.019800762335459392
14,3057.2722778320312,3057.2722778320312,0.0,0.017237587769826253
15,3049.2914123535156,3049.2914123535156,0.0,0.0166990598042806
16,3059.3778228759766,3059.3778228759766,0.0,0.017257142066955566
17,3042.7947845458984,3042.7947845458984,0.0,0.016962766647338867
18,3064.796356201172,3064.796356201172,0.0,0.016739245255788168
19,3069.177947998047,3069.177947998047,0.0,0.015508254369099935
20,3052.417678833008,3052.417678833008,0.0,0.021047047773996987
21,3049.9252014160156,3049.9252014160156,0.0,0.017994133631388347
22,3046.970016479492,3046.970016479492,0.0,0.015887399514516194
23,3043.316131591797,3043.316131591797,0.0,0.016248146692911785
24,3065.029571533203,3065.029571533203,0.0,0.018564303716023762
25,3060.8801879882812,3060.8801879882812,0.0,0.01934565305709839
26,3075.6390686035156,3075.6390686035156,0.0,0.018085074424743653
27,3055.4839477539062,3055.4839477539062,0.0,0.015206245581309001
28,3096.0194702148438,3096.0194702148438,0.0,0.014795235792795817
29,3062.0730895996094,3062.0730895996094,0.0,0.01372670332590739
30,3049.5973358154297,3049.5973358154297,0.0,0.014169323444366454
31,3048.7963104248047,3048.7963104248047,0.0,0.01365898847579956
32,3107.092758178711,3107.092758178711,0.0,0.01465761661529541
33,3097.777328491211,3097.777328491211,0.0,0.014046935240427653
34,3086.2501068115234,3086.2501068115234,0.0,0.013656902313232421
35,3047.5597534179688,3047.5597534179688,0.0,0.01341605583826701
36,3079.1270141601562,3079.1270141601562,0.0,0.01372603972752889
37,3071.468460083008,3071.468460083008,0.0,0.013697067896525065
38,3109.389389038086,3109.389389038086,0.0,0.01405661106109619
39,3062.125457763672,3062.125457763672,0.0,0.013689072926839192
40,3062.8524017333984,3062.8524017333984,0.0,0.015054277578989665
41,3057.3032836914062,3057.3032836914062,0.0,0.014584581057230631
42,3062.9225158691406,3062.9225158691406,0.0,0.013878913720448811
43,3048.2135314941406,3048.2135314941406,0.0,0.014006559054056804
44,3054.7283477783203,3054.7283477783203,0.0,0.01369706392288208
45,3046.69384765625,3046.69384765625,0.0,0.014460678895314534
46,3059.1236114501953,3059.1236114501953,0.0,0.014069279034932455
47,3066.6626892089844,3066.6626892089844,0.0,0.013888982931772868
48,3059.566146850586,3059.566146850586,0.0,0.013968551158905029
49,3049.3284759521484,3049.3284759521484,0.0,0.013726758956909179
50,3053.122817993164,3053.122817993164,0.0,0.013860070705413818
51,3088.5333862304688,3088.5333862304688,0.0,0.01420364777247111
52,3057.426483154297,3057.426483154297,0.0,0.014313308397928874
53,3100.259475708008,3100.259475708008,0.0,0.013583532969156901
54,3098.4891662597656,3098.4891662597656,0.0,0.014908607800801594
55,3051.516387939453,3051.516387939453,0.0,0.01365126371383667
56,3049.5447540283203,3049.5447540283203,0.0,0.015336835384368896
57,3056.889144897461,3056.889144897461,0.0,0.013913305600484212
58,3081.1099548339844,3081.1099548339844,0.0,0.013871586322784424
59,3053.9483337402344,3053.9483337402344,0.0,0.013745371500651042
60,3055.640579223633,3055.640579223633,0.0,0.013961378733317058
61,3051.8778381347656,3051.8778381347656,0.0,0.013693177700042724
62,3061.0973510742188,3061.0973510742188,0.0,0.015093660354614258
63,3052.6595764160156,3052.6595764160156,0.0,0.014218799273173014
64,3049.3268127441406,3049.3268127441406,0.0,0.013675979773203532
65,3090.7935638427734,3090.7935638427734,0.0,0.01376357873280843
66,3050.514694213867,3050.514694213867,0.0,0.013328448931376139
67,3087.783920288086,3087.783920288086,0.0,0.013711472352345785
68,3065.203857421875,3065.203857421875,0.0,0.01400214433670044
69,3051.3622131347656,3051.3622131347656,0.0,0.013841835657755534
70,3084.908981323242,3084.908981323242,0.0,0.014797548453013102
71,3073.016632080078,3073.016632080078,0.0,0.01372388203938802
72,3061.4734954833984,3061.4734954833984,0.0,0.013724112510681152
73,3057.7010040283203,3057.7010040283203,0.0,0.01341639757156372
74,3065.4019622802734,3065.4019622802734,0.0,0.01374723513921102
75,3062.095504760742,3062.095504760742,0.0,0.013967188199361165
76,3054.3175048828125,3054.3175048828125,0.0,0.014535148938496908
77,3045.5257568359375,3045.5257568359375,0.0,0.013775559266408284
78,3045.285354614258,3045.285354614258,0.0,0.014299611250559488
79,3043.766876220703,3043.766876220703,0.0,0.015524812539418538
80,3057.515167236328,3057.515167236328,0.0,0.015982762972513834
81,3065.2393798828125,3065.2393798828125,0.0,0.014042826493581136
