Epoch,TotalLoss,ExtinctionLoss,DensityLoss,Time
105,1605197.3828125,1605197.3828125,0.0,0.012907671928405761
106,1616700.84375,1616700.84375,0.0,0.013193341096242268
107,1609392.8046875,1609392.8046875,0.0,0.015038522084554036
108,1607637.4296875,1607637.4296875,0.0,0.013607545693715414
109,1620392.28125,1620392.28125,0.0,0.013356415430704753
110,1623635.0078125,1623635.0078125,0.0,0.013672157128651937
111,1603191.1015625,1603191.1015625,0.0,0.013859776655832927
112,1602842.7734375,1602842.7734375,0.0,0.013288962841033935
113,1601549.015625,1601549.015625,0.0,0.013548831144968668
114,1610660.3046875,1610660.3046875,0.0,0.012852787971496582
115,1615157.46875,1615157.46875,0.0,0.013417450586954753
116,1602790.859375,1602790.859375,0.0,0.014533519744873047
117,1601231.578125,1601231.578125,0.0,0.013155953089396159
118,1599075.4140625,1599075.4140625,0.0,0.01294858455657959
119,1601894.90625,1601894.90625,0.0,0.013209017117818196
120,1614396.7890625,1614396.7890625,0.0,0.01308501164118449
121,1600259.3203125,1600259.3203125,0.0,0.013407683372497559
122,1601953.7890625,1601953.7890625,0.0,0.013652551174163818
123,1601023.9609375,1601023.9609375,0.0,0.01335990031560262
124,1608945.5390625,1608945.5390625,0.0,0.013439921538035075
125,1646718.4453125,1646718.4453125,0.0,0.013190340995788575
126,1618486.125,1618486.125,0.0,0.013711297512054443
127,1606350.078125,1606350.078125,0.0,0.01294942299524943
128,1616860.375,1616860.375,0.0,0.013090419769287109
129,1613326.4296875,1613326.4296875,0.0,0.012965865929921468
130,1612955.6875,1612955.6875,0.0,0.01366128921508789
131,1616008.7109375,1616008.7109375,0.0,0.014242120583852132
132,1604691.875,1604691.875,0.0,0.012973392009735107
133,1605325.140625,1605325.140625,0.0,0.01364122231801351
134,1610302.4453125,1610302.4453125,0.0,0.013072836399078368
135,1609089.875,1609089.875,0.0,0.013431747754414877
136,1621363.390625,1621363.390625,0.0,0.014031008879343668
137,1603350.5546875,1603350.5546875,0.0,0.013122363885243734
138,1600657.6171875,1600657.6171875,0.0,0.013270850976308186
139,1600319.7734375,1600319.7734375,0.0,0.012896354993184407
140,1612821.515625,1612821.515625,0.0,0.013174680868784587
141,1612112.1875,1612112.1875,0.0,0.013174343109130859
142,1600020.1796875,1600020.1796875,0.0,0.01321581999460856
143,1605048.328125,1605048.328125,0.0,0.013365928332010906
144,1599334.125,1599334.125,0.0,0.012936997413635253
145,1605951.1015625,1605951.1015625,0.0,0.014232850074768067
146,1614686.6484375,1614686.6484375,0.0,0.012940331300099691
147,1608543.515625,1608543.515625,0.0,0.013137837251027426
148,1600302.1640625,1600302.1640625,0.0,0.01299601395924886
149,1612322.8125,1612322.8125,0.0,0.013099229335784912
150,1621449.234375,1621449.234375,0.0,0.013243675231933594
151,1599673.0390625,1599673.0390625,0.0,0.013183983167012532
152,1602460.5859375,1602460.5859375,0.0,0.013129723072052003
153,1603732.1484375,1603732.1484375,0.0,0.012875719865163168
154,1600774.8984375,1600774.8984375,0.0,0.012923761208852132
155,1600312.6875,1600312.6875,0.0,0.013182497024536133
156,1599861.796875,1599861.796875,0.0,0.012964550654093425
157,1607601.625,1607601.625,0.0,0.013077779610951742
158,1610624.140625,1610624.140625,0.0,0.012943009535471598
159,1598985.296875,1598985.296875,0.0,0.013401182492574056
160,1601513.4609375,1601513.4609375,0.0,0.013170289993286132
161,1603166.78125,1603166.78125,0.0,0.013437406222025553
162,1609879.3046875,1609879.3046875,0.0,0.01287765900293986
163,1630906.890625,1630906.890625,0.0,0.01298587719599406
164,1622121.125,1622121.125,0.0,0.012988424301147461
165,1599787.0078125,1599787.0078125,0.0,0.0129417618115743
166,1610216.7578125,1610216.7578125,0.0,0.013612031936645508
167,1602799.734375,1602799.734375,0.0,0.012929582595825195
168,1603808.375,1603808.375,0.0,0.014230771859486898
169,1605672.0390625,1605672.0390625,0.0,0.013465944925944011
170,1606622.9921875,1606622.9921875,0.0,0.013416814804077148
171,1604815.296875,1604815.296875,0.0,0.013232405980428059
172,1613389.3984375,1613389.3984375,0.0,0.01307230790456136
173,1607494.7421875,1607494.7421875,0.0,0.012917848428090413
174,1603587.5546875,1603587.5546875,0.0,0.013706127802530924
175,1601874.0,1601874.0,0.0,0.01397248109181722
176,1602123.8515625,1602123.8515625,0.0,0.012833193937937418
177,1602887.1015625,1602887.1015625,0.0,0.013248125712076822
178,1601997.1484375,1601997.1484375,0.0,0.012935153643290202
179,1619078.5390625,1619078.5390625,0.0,0.014214909076690674
180,1607910.5234375,1607910.5234375,0.0,0.013525823752085367
181,1606394.6796875,1606394.6796875,0.0,0.01359808047612508
182,1623486.5078125,1623486.5078125,0.0,0.01426621675491333
183,1623490.0390625,1623490.0390625,0.0,0.01321328083674113
184,1606652.0625,1606652.0625,0.0,0.012916743755340576
185,1608278.5703125,1608278.5703125,0.0,0.013286979993184407
186,1606787.3671875,1606787.3671875,0.0,0.012748150030771892
187,1597943.84375,1597943.84375,0.0,0.013460155328114827
188,1616779.90625,1616779.90625,0.0,0.013174784183502198
189,1628426.1015625,1628426.1015625,0.0,0.012911732991536458
190,1625818.1171875,1625818.1171875,0.0,0.012833034992218018
191,1607764.7578125,1607764.7578125,0.0,0.01318817138671875
192,1618391.328125,1618391.328125,0.0,0.01293806234995524
193,1600518.9609375,1600518.9609375,0.0,0.012685843308766683
194,1603205.9765625,1603205.9765625,0.0,0.01265562375386556
195,1605697.3828125,1605697.3828125,0.0,0.012558070818583171
196,1599880.40625,1599880.40625,0.0,0.012717354297637939
197,1601770.953125,1601770.953125,0.0,0.012652961413065593
198,1597580.3359375,1597580.3359375,0.0,0.012692674001057943
199,1624415.390625,1624415.390625,0.0,0.012713058789571127
200,1615107.84375,1615107.84375,0.0,0.013069061438242595
201,1601125.3046875,1601125.3046875,0.0,0.013049125671386719
202,1612147.0859375,1612147.0859375,0.0,0.01368695894877116
203,1633916.265625,1633916.265625,0.0,0.01296828587849935
204,1621861.28125,1621861.28125,0.0,0.01259995698928833
205,1623367.65625,1623367.65625,0.0,0.013486882050832113
206,1604872.0390625,1604872.0390625,0.0,0.014281062285105388
207,1602521.671875,1602521.671875,0.0,0.013067766030629476
208,1613595.0234375,1613595.0234375,0.0,0.01349809169769287
209,1617485.265625,1617485.265625,0.0,0.013984493414560954
210,1600445.3046875,1600445.3046875,0.0,0.016198472181955973
211,1604256.8359375,1604256.8359375,0.0,0.012691195805867512
212,1604395.796875,1604395.796875,0.0,0.012719213962554932
213,1608059.2265625,1608059.2265625,0.0,0.01295562187830607
214,1624193.8046875,1624193.8046875,0.0,0.013055042425791422
215,1608377.390625,1608377.390625,0.0,0.014999266465504963
216,1623768.53125,1623768.53125,0.0,0.01368790070215861
217,1610758.4765625,1610758.4765625,0.0,0.013708011309305827
218,1608996.265625,1608996.265625,0.0,0.012959214051564534
219,1631892.3515625,1631892.3515625,0.0,0.013755138715108235
220,1613590.0078125,1613590.0078125,0.0,0.012630836168924967
221,1601256.2578125,1601256.2578125,0.0,0.012982777754465739
222,1602221.234375,1602221.234375,0.0,0.01481191317240397
223,1602852.75,1602852.75,0.0,0.01326379378636678
224,1600903.0546875,1600903.0546875,0.0,0.012778063615163168
225,1609908.3984375,1609908.3984375,0.0,0.013485658168792724
226,1619439.453125,1619439.453125,0.0,0.013268208503723145
227,1599718.4296875,1599718.4296875,0.0,0.014253755410512289
228,1617990.9140625,1617990.9140625,0.0,0.015407697359720866
229,1613070.59375,1613070.59375,0.0,0.013235414028167724
230,1607889.9375,1607889.9375,0.0,0.012906813621520996
231,1605477.53125,1605477.53125,0.0,0.013465034961700439
232,1600481.8203125,1600481.8203125,0.0,0.013199289639790853
233,1621774.03125,1621774.03125,0.0,0.013012119134267171
234,1612314.328125,1612314.328125,0.0,0.012698757648468017
235,1603170.21875,1603170.21875,0.0,0.012797395388285318
236,1619084.1171875,1619084.1171875,0.0,0.012933985392252604
237,1644692.0234375,1644692.0234375,0.0,0.012687440713246663
238,1604865.65625,1604865.65625,0.0,0.012945671876271566
239,1621591.7265625,1621591.7265625,0.0,0.01318964958190918
240,1623713.6953125,1623713.6953125,0.0,0.013250199953715007
241,1609143.8203125,1609143.8203125,0.0,0.013352700074513753
242,1599392.1015625,1599392.1015625,0.0,0.013218605518341064
243,1611177.0078125,1611177.0078125,0.0,0.013878389199574789
244,1620082.1796875,1620082.1796875,0.0,0.012742884953816732
245,1617701.8203125,1617701.8203125,0.0,0.013243146737416585
246,1603026.3203125,1603026.3203125,0.0,0.013507874806722005
247,1604570.8203125,1604570.8203125,0.0,0.014065659046173096
248,1599058.421875,1599058.421875,0.0,0.013405398527781168
249,1626183.828125,1626183.828125,0.0,0.012969040870666504
250,1610560.796875,1610560.796875,0.0,0.012925847371419271
251,1602650.125,1602650.125,0.0,0.012985710302988689
252,1611682.515625,1611682.515625,0.0,0.012781143188476562
253,1600513.8671875,1600513.8671875,0.0,0.012971023718516031
254,1606924.3515625,1606924.3515625,0.0,0.012611476580301921
255,1612528.578125,1612528.578125,0.0,0.013452676932017009
256,1607672.0546875,1607672.0546875,0.0,0.01294941504796346
257,1605263.203125,1605263.203125,0.0,0.0141866405804952
258,1597260.6484375,1597260.6484375,0.0,0.014048159122467041
259,1599509.1640625,1599509.1640625,0.0,0.012974520524342855
260,1600978.3359375,1600978.3359375,0.0,0.013255600134531658
261,1606198.546875,1606198.546875,0.0,0.013041937351226806
262,1610085.0234375,1610085.0234375,0.0,0.013267191251118977
263,1618696.734375,1618696.734375,0.0,0.013338383038838704
264,1608039.3203125,1608039.3203125,0.0,0.013056278228759766
265,1599983.1015625,1599983.1015625,0.0,0.013833669821421306
266,1610942.1640625,1610942.1640625,0.0,0.013525176048278808
267,1632303.953125,1632303.953125,0.0,0.012942369778951008
268,1635899.40625,1635899.40625,0.0,0.013655551274617513
269,1604902.515625,1604902.515625,0.0,0.012678269545237224
270,1598070.3984375,1598070.3984375,0.0,0.013797088464101156
271,1599000.9453125,1599000.9453125,0.0,0.012669440110524495
272,1600480.6484375,1600480.6484375,0.0,0.013226846853892008
273,1598466.6328125,1598466.6328125,0.0,0.01279665231704712
274,1598115.3828125,1598115.3828125,0.0,0.012767354647318522
275,1616808.5390625,1616808.5390625,0.0,0.01264251470565796
276,1602797.4375,1602797.4375,0.0,0.012858267625172932
277,1602357.578125,1602357.578125,0.0,0.013234980901082357
278,1607892.71875,1607892.71875,0.0,0.012737878163655599
279,1601635.375,1601635.375,0.0,0.01504129966100057
280,1598709.796875,1598709.796875,0.0,0.013013748327891032
281,1609332.375,1609332.375,0.0,0.014286295572916666
282,1605172.7890625,1605172.7890625,0.0,0.012847840785980225
283,1601351.875,1601351.875,0.0,0.012834783395131428
284,1608216.5390625,1608216.5390625,0.0,0.013186899820963542
285,1600198.9453125,1600198.9453125,0.0,0.013302910327911376
286,1604960.28125,1604960.28125,0.0,0.013081582387288411
287,1602611.796875,1602611.796875,0.0,0.013235684235890706
288,1597085.078125,1597085.078125,0.0,0.01302165985107422
289,1614814.1640625,1614814.1640625,0.0,0.012899760405222576
290,1606564.375,1606564.375,0.0,0.012941892941792805
291,1599582.3515625,1599582.3515625,0.0,0.012830674648284912
292,1600191.0703125,1600191.0703125,0.0,0.012696524461110434
293,1615174.1953125,1615174.1953125,0.0,0.01272582213083903
294,1603625.984375,1603625.984375,0.0,0.013970359166463216
295,1611557.3984375,1611557.3984375,0.0,0.012660825252532959
296,1626828.4765625,1626828.4765625,0.0,0.012883353233337402
297,1603259.3828125,1603259.3828125,0.0,0.012684150536855062
298,1604413.6796875,1604413.6796875,0.0,0.012787501017252604
299,1602056.6875,1602056.6875,0.0,0.012743047873179118
300,1619057.9140625,1619057.9140625,0.0,0.013456479708353678
301,1627872.84375,1627872.84375,0.0,0.012550310293833414
302,1611848.890625,1611848.890625,0.0,0.012954739729563396
303,1606120.3515625,1606120.3515625,0.0,0.01264347235361735
304,1608340.9921875,1608340.9921875,0.0,0.012856034437815349
305,1600006.0625,1600006.0625,0.0,0.013452514012654623
306,1611248.453125,1611248.453125,0.0,0.012745543320973714
307,1600186.078125,1600186.078125,0.0,0.012655011812845866
308,1598420.8515625,1598420.8515625,0.0,0.012698761622111003
309,1604964.90625,1604964.90625,0.0,0.012845357259114584
310,1609403.0,1609403.0,0.0,0.013026547431945801
311,1608225.5,1608225.5,0.0,0.012892369429270427
312,1598827.2265625,1598827.2265625,0.0,0.013364370663960774
313,1604407.6953125,1604407.6953125,0.0,0.014360809326171875
314,1602142.4140625,1602142.4140625,0.0,0.014185559749603272
315,1604306.4453125,1604306.4453125,0.0,0.013697278499603272
316,1605897.546875,1605897.546875,0.0,0.012975629170735676
317,1599176.3671875,1599176.3671875,0.0,0.012782569726308186
318,1598778.671875,1598778.671875,0.0,0.017254618803660075
319,1606251.0625,1606251.0625,0.0,0.02291081746419271
320,1604154.2578125,1604154.2578125,0.0,0.01782155434290568
321,1607500.15625,1607500.15625,0.0,0.02094703515370687
322,1602679.4140625,1602679.4140625,0.0,0.024442871411641438
323,1611594.1171875,1611594.1171875,0.0,0.02369530200958252
324,1602268.3046875,1602268.3046875,0.0,0.013354611396789551
325,1615634.8125,1615634.8125,0.0,0.014000793298085531
326,1606528.75,1606528.75,0.0,0.021832537651062012
327,1606869.25,1606869.25,0.0,0.018269729614257813
328,1615132.984375,1615132.984375,0.0,0.014303926626841228
329,1598940.8515625,1598940.8515625,0.0,0.014326759179433187
330,1602181.8359375,1602181.8359375,0.0,0.014620427290598552
331,1608114.25,1608114.25,0.0,0.02133540709813436
332,1604040.28125,1604040.28125,0.0,0.01750499407450358
333,1607681.3046875,1607681.3046875,0.0,0.019574979941050213
334,1601122.4453125,1601122.4453125,0.0,0.015126498540242513
335,1603935.34375,1603935.34375,0.0,0.013766002655029298
336,1596496.328125,1596496.328125,0.0,0.015356723467508953
337,1618740.359375,1618740.359375,0.0,0.015396014849344889
338,1625924.390625,1625924.390625,0.0,0.017461884021759033
339,1599141.171875,1599141.171875,0.0,0.018248351414998372
340,1599916.84375,1599916.84375,0.0,0.01666914621988932
341,1600842.0078125,1600842.0078125,0.0,0.016639697551727294
342,1610359.7265625,1610359.7265625,0.0,0.019596608479817708
343,1599675.7421875,1599675.7421875,0.0,0.01432265837987264
344,1616610.7734375,1616610.7734375,0.0,0.01717918316523234
345,1603890.078125,1603890.078125,0.0,0.014518479506174723
346,1596843.953125,1596843.953125,0.0,0.019627825419108073
347,1603405.125,1603405.125,0.0,0.021474111080169677
348,1602814.1015625,1602814.1015625,0.0,0.019927966594696044
349,1602425.8125,1602425.8125,0.0,0.01991411844889323
350,1600651.953125,1600651.953125,0.0,0.014568527539571127
351,1603699.9921875,1603699.9921875,0.0,0.017037248611450194
352,1605123.6328125,1605123.6328125,0.0,0.015627495447794595
353,1602057.875,1602057.875,0.0,0.023067390918731688
354,1604057.296875,1604057.296875,0.0,0.019628604253133137
355,1604516.34375,1604516.34375,0.0,0.018355838457743325
356,1606172.78125,1606172.78125,0.0,0.014931722482045492
357,1600466.28125,1600466.28125,0.0,0.01744059721628825
358,1613309.734375,1613309.734375,0.0,0.021020678679148357
359,1606905.890625,1606905.890625,0.0,0.020169349511464436
360,1612008.234375,1612008.234375,0.0,0.014527642726898193
361,1601730.2578125,1601730.2578125,0.0,0.015660178661346436
362,1595172.1171875,1595172.1171875,0.0,0.019084890683492024
363,1600054.0703125,1600054.0703125,0.0,0.01379090150197347
364,1605526.203125,1605526.203125,0.0,0.019583316644032796
365,1603726.2109375,1603726.2109375,0.0,0.015848958492279054
366,1611854.6015625,1611854.6015625,0.0,0.022829516728719076
367,1621562.7578125,1621562.7578125,0.0,0.022547392050425212
368,1644130.8359375,1644130.8359375,0.0,0.01747926076253255
369,1619198.046875,1619198.046875,0.0,0.017718307177225747
370,1608567.1875,1608567.1875,0.0,0.015988441308339436
371,1603800.7890625,1603800.7890625,0.0,0.022522159417470298
372,1614928.015625,1614928.015625,0.0,0.01882193088531494
373,1618329.359375,1618329.359375,0.0,0.02041767438252767
374,1609015.3125,1609015.3125,0.0,0.01833503246307373
375,1607023.84375,1607023.84375,0.0,0.01895887851715088
376,1608351.2265625,1608351.2265625,0.0,0.015864455699920656
377,1596594.28125,1596594.28125,0.0,0.017338490486145018
378,1596022.4296875,1596022.4296875,0.0,0.02037972609202067
379,1598154.734375,1598154.734375,0.0,0.021697266896565755
380,1598824.71875,1598824.71875,0.0,0.01611175537109375
381,1621836.9375,1621836.9375,0.0,0.018359446525573732
382,1627436.0703125,1627436.0703125,0.0,0.016504375139872234
383,1615677.609375,1615677.609375,0.0,0.01456059217453003
384,1601943.953125,1601943.953125,0.0,0.018258972962697347
385,1610213.8203125,1610213.8203125,0.0,0.019604067007700603
386,1598849.96875,1598849.96875,0.0,0.017801833152770997
387,1605061.4921875,1605061.4921875,0.0,0.019095540046691895
388,1600482.9375,1600482.9375,0.0,0.01696335474650065
389,1593717.765625,1593717.765625,0.0,0.01479950745900472
390,1599732.375,1599732.375,0.0,0.014375658830006917
391,1607873.4765625,1607873.4765625,0.0,0.015125258763631185
392,1616767.359375,1616767.359375,0.0,0.015082959334055583
393,1597938.59375,1597938.59375,0.0,0.01691637436548869
394,1593605.0625,1593605.0625,0.0,0.018562122186024984
395,1592355.5625,1592355.5625,0.0,0.01716408332188924
396,1593786.25,1593786.25,0.0,0.020261184374491373
397,1595448.09375,1595448.09375,0.0,0.014698501427968342
398,1597349.6796875,1597349.6796875,0.0,0.01390916109085083
399,1592079.265625,1592079.265625,0.0,0.016924711068471272
400,1598625.6484375,1598625.6484375,0.0,0.021247235933939616
401,1603585.203125,1603585.203125,0.0,0.018242331345876057
402,1596253.90625,1596253.90625,0.0,0.02149177392323812
403,1591945.375,1591945.375,0.0,0.015666604042053223
404,1594293.2734375,1594293.2734375,0.0,0.017102813720703124
405,1606082.59375,1606082.59375,0.0,0.015752927462259928
406,1589256.4765625,1589256.4765625,0.0,0.024716671307881674
407,1596366.9921875,1596366.9921875,0.0,0.015886600812276205
408,1594045.8671875,1594045.8671875,0.0,0.016593897342681886
409,1593871.125,1593871.125,0.0,0.025387247403462727
410,1593325.8046875,1593325.8046875,0.0,0.02132796049118042
411,1593685.1171875,1593685.1171875,0.0,0.019150042533874513
412,1597885.0546875,1597885.0546875,0.0,0.014624138673146566
413,1594100.140625,1594100.140625,0.0,0.01886269251505534
414,1589452.3125,1589452.3125,0.0,0.018542468547821045
415,1591570.875,1591570.875,0.0,0.015667887528737386
416,1592488.4765625,1592488.4765625,0.0,0.01425092617670695
417,1591201.84375,1591201.84375,0.0,0.016210512320200602
418,1590292.78125,1590292.78125,0.0,0.0197410782178243
419,1589125.0625,1589125.0625,0.0,0.017785910765329996
420,1591589.953125,1591589.953125,0.0,0.01483074426651001
421,1585618.171875,1585618.171875,0.0,0.01560224692026774
422,1593540.3671875,1593540.3671875,0.0,0.01963421106338501
423,1594560.140625,1594560.140625,0.0,0.015420726935068766
424,1595524.390625,1595524.390625,0.0,0.018866876761118572
425,1587579.109375,1587579.109375,0.0,0.017746376991271972
426,1587744.765625,1587744.765625,0.0,0.017188715934753417
427,1598998.8828125,1598998.8828125,0.0,0.01577900250752767
428,1594202.8515625,1594202.8515625,0.0,0.014305392901102701
429,1590952.8984375,1590952.8984375,0.0,0.017845022678375243
430,1582042.515625,1582042.515625,0.0,0.016654467582702635
431,1597966.15625,1597966.15625,0.0,0.01644532283147176
432,1585875.3046875,1585875.3046875,0.0,0.013021747271219889
433,1578524.25,1578524.25,0.0,0.01372306744257609
434,1577696.3828125,1577696.3828125,0.0,0.014782476425170898
435,1583018.234375,1583018.234375,0.0,0.014042214552561442
436,1584583.046875,1584583.046875,0.0,0.015074507395426432
437,1576796.484375,1576796.484375,0.0,0.017479419708251953
438,1577608.9140625,1577608.9140625,0.0,0.020426082611083984
439,1574352.8984375,1574352.8984375,0.0,0.015112459659576416
440,1588094.5,1588094.5,0.0,0.015947961807250978
441,1587500.7265625,1587500.7265625,0.0,0.01368552843729655
442,1585241.734375,1585241.734375,0.0,0.016925954818725587
443,1580483.0,1580483.0,0.0,0.016157058874766032
444,1572852.1484375,1572852.1484375,0.0,0.018554043769836426
445,1570755.9921875,1570755.9921875,0.0,0.017235823472340903
446,1569111.3359375,1569111.3359375,0.0,0.01753158171971639
447,1574739.1953125,1574739.1953125,0.0,0.017766324679056804
448,1571100.125,1571100.125,0.0,0.016658679644266764
449,1575995.390625,1575995.390625,0.0,0.015331423282623291
450,1586213.6640625,1586213.6640625,0.0,0.01583219369252523
451,1565271.875,1565271.875,0.0,0.013850851853688558
452,1565577.6875,1565577.6875,0.0,0.019371946652730305
453,1563362.90625,1563362.90625,0.0,0.01587290366490682
454,1566886.609375,1566886.609375,0.0,0.014375543594360352
455,1576507.578125,1576507.578125,0.0,0.016412989298502604
456,1561056.671875,1561056.671875,0.0,0.018671945730845133
457,1573904.6171875,1573904.6171875,0.0,0.02202834685643514
458,1585510.109375,1585510.109375,0.0,0.019043918450673422
459,1586025.9375,1586025.9375,0.0,0.02686220407485962
460,1576167.3984375,1576167.3984375,0.0,0.020673783620198567
461,1558330.8515625,1558330.8515625,0.0,0.01486062208811442
462,1554335.6171875,1554335.6171875,0.0,0.01477885643641154
463,1556839.8203125,1556839.8203125,0.0,0.015605783462524414
464,1553721.0546875,1553721.0546875,0.0,0.013437326749165852
