Epoch,TotalLoss,ExtinctionLoss,DensityLoss,Time
0,3706.4071044921875,3706.4071044921875,0.0,0.02707494099934896
1,3250.337921142578,3250.337921142578,0.0,0.017380483945210776
2,3132.2955169677734,3132.2955169677734,0.0,0.014706770579020182
3,3076.955795288086,3076.955795288086,0.0,0.01375142733256022
4,3063.428695678711,3063.428695678711,0.0,0.012353340784708658
5,3074.9725341796875,3074.9725341796875,0.0,0.013211373488108318
6,3063.681427001953,3063.681427001953,0.0,0.013885394732157389
7,3049.3687591552734,3049.3687591552734,0.0,0.014667741457621257
8,3046.2865142822266,3046.2865142822266,0.0,0.013473582267761231
9,3051.882843017578,3051.882843017578,0.0,0.013960496584574381
10,3051.844970703125,3051.844970703125,0.0,0.013968924681345621
11,3049.5390853881836,3049.5390853881836,0.0,0.01417698860168457
12,3072.907455444336,3072.907455444336,0.0,0.01431263287862142
13,3077.3795623779297,3077.3795623779297,0.0,0.0134254256884257
14,3068.7431640625,3068.7431640625,0.0,0.013809382915496826
15,3051.016403198242,3051.016403198242,0.0,0.014458155632019043
16,3104.2020416259766,3104.2020416259766,0.0,0.015930732091267902
17,3087.2914428710938,3087.2914428710938,0.0,0.014064168930053711
18,3053.6463317871094,3053.6463317871094,0.0,0.013528899351755778
19,3060.1341857910156,3060.1341857910156,0.0,0.016767152150472007
20,3060.334518432617,3060.334518432617,0.0,0.013793404897054036
21,3056.0057220458984,3056.0057220458984,0.0,0.014239215850830078
22,3049.3934173583984,3049.3934173583984,0.0,0.01432949701944987
23,3054.1234741210938,3054.1234741210938,0.0,0.013604613145192464
24,3052.8518981933594,3052.8518981933594,0.0,0.014251800378163655
25,3073.602554321289,3073.602554321289,0.0,0.01415799856185913
26,3044.3980865478516,3044.3980865478516,0.0,0.013933865229288737
27,3058.56103515625,3058.56103515625,0.0,0.014423787593841553
28,3058.6807708740234,3058.6807708740234,0.0,0.014188353220621746
29,3047.5650482177734,3047.5650482177734,0.0,0.01568258206049601
30,3048.5130920410156,3048.5130920410156,0.0,0.02025859753290812
31,3055.5170288085938,3055.5170288085938,0.0,0.014675633112589518
32,3064.3894958496094,3064.3894958496094,0.0,0.015492665767669677
33,3045.7713012695312,3045.7713012695312,0.0,0.015036261081695557
34,3049.1888122558594,3049.1888122558594,0.0,0.014016183217366536
35,3053.8828125,3053.8828125,0.0,0.01484445333480835
36,3046.0745239257812,3046.0745239257812,0.0,0.01816484530766805
37,3054.971160888672,3054.971160888672,0.0,0.01781855821609497
38,3061.945999145508,3061.945999145508,0.0,0.01646955410639445
